MachineID,Date,Failure,RepairType,DowntimeHours
M045,2025-01-02,N,Minor,6
M038,28-05-2025,N,,8
M025,2025-03-15,Y,,8
M009,2025-05-11,N,Major,13
M007,2025-03-05,Y,,3
M048,2025/07/14,Y,Minor,5
M008,2025-02-06,N,Major,4
M001,02-07-2025,Y,Major,14
M022,10-03-2025,Y,Minor,5
M060,12-04-2025,Y,,9
M057,2025-04-03,Y,Major,5
M099,2025-07-01,Y,Major,10
M080,05-05-2025,N,Major,5
M070,2025-04-08,N,,8
M081,2025-01-07,Y,,14
M029,2025/06/29,Y,Major,7
M010,23-06-2025,Y,Major,2
M054,2025/01/05,N,Major,13
M012,2025-02-09,Y,Major,7
M035,22-06-2025,N,,1
M005,2025-04-11,Y,,5
M053,2025/02/18,Y,Major,8
M084,06-04-2025,Y,Minor,13
M020,2025/03/26,N,,1
M027,2025/02/22,Y,Major,13
M025,2025/03/31,Y,,13
M084,17-07-2025,N,,5
M064,2025/04/18,Y,Minor,8
M036,21-06-2025,Y,Minor,4
M084,2025/05/04,Y,,1
M051,03-02-2025,Y,Minor,2
M049,20-06-2025,Y,Major,12
M016,2025-05-19,Y,Minor,7
M030,14-05-2025,N,Major,13
M079,2025/04/15,Y,,9
M013,2025-04-20,N,Minor,13
M004,10-07-2025,Y,,6
M040,23-05-2025,N,Minor,11
M073,30-03-2025,Y,Minor,6
M094,2025/03/04,N,,6
M096,2025/02/09,Y,Major,15
M083,2025/07/05,N,,14
M002,04-03-2025,N,Major,15
M093,2025/01/12,N,Major,10
M090,09-03-2025,Y,Major,5
M059,16-04-2025,N,Major,8
M032,20-06-2025,N,Minor,13
M059,2025-05-15,Y,Minor,9
M100,25-03-2025,N,,1
M040,2025/06/09,Y,,11
M052,05-01-2025,N,,3
M004,2025-05-25,N,,15
M017,2025/02/21,Y,,4
M021,2025/06/23,N,,11
M092,2025-07-13,Y,,4
M053,2025-03-14,Y,,6
M062,09-07-2025,Y,,14
M042,23-06-2025,Y,Minor,10
M079,2025/02/14,Y,,13
M076,24-04-2025,N,Major,12
M092,2025/03/21,Y,,4
M057,2025/03/11,N,Minor,5
M006,2025/06/13,N,Major,1
M095,2025/06/14,N,Minor,2
M010,29-01-2025,Y,Major,8
M069,2025-05-12,Y,,10
M055,2025/05/08,Y,Minor,9
M003,2025-05-26,N,,15
M052,12-01-2025,N,Minor,2
M047,05-06-2025,N,,14
M044,2025/01/23,N,,12
M002,28-06-2025,N,,12
M010,15-06-2025,N,,10
M100,02-06-2025,N,,11
M056,2025/01/23,Y,Minor,4
M005,2025/06/06,Y,Major,11
M041,2025-05-20,Y,Major,13
M006,2025-06-21,Y,Minor,12
M040,22-06-2025,Y,Minor,13
M009,2025/02/10,N,Minor,2
M054,2025/02/18,Y,Major,12
M100,2025-03-31,N,Major,13
M100,2025/05/10,N,Minor,12
M082,2025-03-02,N,Major,10
M066,25-05-2025,N,Major,14
M062,2025/04/11,Y,Minor,3
M052,08-05-2025,N,,12
M042,2025-07-06,N,Minor,5
M092,2025/02/16,Y,Major,5
M033,15-05-2025,Y,,6
M027,17-02-2025,Y,,10
M036,24-01-2025,Y,Major,4
M040,2025/02/28,Y,Major,2
M094,30-06-2025,N,Minor,11
M015,30-01-2025,Y,Major,8
M029,2025/03/16,N,Minor,3
M098,2025-03-19,Y,Minor,13
M084,03-03-2025,N,Major,4
M006,2025/03/13,N,Minor,15
M021,04-07-2025,N,Major,1
M094,2025/02/01,Y,,2
M093,15-01-2025,Y,,15
M015,2025/05/26,Y,Minor,9
M028,2025/04/01,Y,Minor,12
M077,13-03-2025,N,Major,11
M086,2025/05/20,N,Major,11
M021,2025/05/26,Y,Major,7
M056,17-01-2025,N,,14
M024,2025/06/09,N,Minor,6
M035,2025-07-17,Y,Minor,9
M094,03-07-2025,N,Major,14
M094,2025-01-12,Y,Minor,5
M089,2025/01/11,N,Minor,5
M077,2025/05/15,Y,Minor,9
M087,2025/06/11,Y,Major,14
M046,2025-03-22,Y,,9
M100,2025/01/06,Y,Major,9
M004,27-02-2025,Y,Minor,7
M030,15-05-2025,Y,Minor,8
M096,2025/06/25,Y,Major,12
M100,2025/03/17,N,,8
M082,13-02-2025,N,Minor,13
M019,16-02-2025,N,Major,1
M003,31-03-2025,Y,,7
M069,03-04-2025,Y,Minor,3
M005,07-07-2025,Y,,13
M096,10-02-2025,Y,Minor,11
M047,01-01-2025,Y,,12
M014,2025/06/25,N,Minor,6
M033,2025/02/06,N,Minor,15
M030,29-06-2025,Y,,5
M092,2025-06-17,Y,,14
M007,2025-05-27,N,Minor,1
M052,2025/02/11,Y,,9
M012,08-03-2025,N,Minor,3
M051,2025-01-04,Y,,9
M067,2025/07/03,Y,Minor,11
M089,26-01-2025,Y,,4
M071,30-05-2025,Y,Major,10
M033,2025/06/01,N,Major,15
M071,2025/02/11,Y,Major,14
M041,2025-03-14,N,,12
M038,2025-03-06,N,,13
M057,12-05-2025,Y,Minor,14
M097,2025-06-23,Y,,5
M078,2025-02-07,N,Major,1
M077,30-01-2025,Y,Minor,3
M097,06-03-2025,Y,Major,10
M086,29-03-2025,N,Minor,6
M020,2025-02-27,Y,Minor,3
M013,2025-03-12,N,Major,2
M051,02-03-2025,Y,Major,6
M010,2025-06-28,N,Minor,4
M063,2025/03/13,N,,2
M093,2025-04-07,Y,Major,11
M027,2025/05/21,Y,Minor,6
M044,2025/03/14,N,,15
M088,2025-02-19,Y,,5
M020,04-01-2025,Y,,5
M078,06-03-2025,Y,Minor,5
M016,2025-04-27,Y,,2
M081,2025-04-05,Y,Major,12
M003,31-01-2025,N,,6
M027,2025-01-17,Y,Minor,1
M091,10-04-2025,Y,,9
M056,02-02-2025,Y,Major,9
M026,2025/02/18,Y,Minor,10
M088,07-06-2025,N,Major,15
M073,03-01-2025,Y,,6
M042,12-02-2025,Y,,2
M030,2025-02-23,N,Minor,11
M013,18-06-2025,Y,Minor,8
M038,2025-01-18,Y,,10
M064,2025-01-28,Y,Minor,14
M073,2025-07-07,N,,15
M003,2025/01/06,N,Minor,9
M088,2025/07/13,Y,Major,6
M020,2025-07-05,Y,,15
M052,23-02-2025,Y,Major,3
M022,02-05-2025,N,Major,11
M065,2025-05-14,N,Minor,7
M086,22-01-2025,N,,3
M008,16-04-2025,Y,Major,11
M091,02-04-2025,Y,,4
M019,2025-02-04,Y,,14
M082,29-06-2025,Y,Major,1
M068,2025/06/08,Y,Major,6
M034,2025/03/16,N,Minor,8
M067,2025-01-15,Y,Minor,9
M068,2025/03/05,N,,5
M009,05-05-2025,N,,13
M062,18-02-2025,N,Major,7
M096,2025/04/29,Y,,4
M089,28-01-2025,Y,Minor,13
M094,06-05-2025,N,,10
M032,2025/01/26,N,Major,10
M079,2025-02-07,Y,,9
M020,2025/07/10,N,,5
M017,22-04-2025,Y,Major,1
M008,2025-03-21,Y,Major,1
M071,2025/02/11,N,Major,5
M086,2025/07/08,Y,Minor,7
M081,12-03-2025,N,Minor,12
M009,14-06-2025,Y,Major,8
M096,2025/04/25,Y,Major,7
M097,2025-01-21,N,Minor,8
M058,11-03-2025,Y,,6
M070,2025/07/03,N,Minor,5
M077,11-02-2025,N,,10
M022,2025/03/13,Y,,2
M024,2025/06/02,Y,,4
M028,2025-03-18,N,,10
M099,05-05-2025,Y,Major,14
M032,2025-05-31,N,Major,5
M060,14-04-2025,N,Minor,6
M025,2025/01/01,N,Major,11
M083,20-03-2025,Y,Minor,15
M001,2025/04/15,N,Major,15
M004,12-07-2025,Y,Minor,15
M036,2025/03/30,Y,,14
M004,2025-02-03,N,,1
M040,2025-05-27,N,,7
M016,2025/07/18,N,Major,15
M028,2025/03/14,N,Minor,3
M060,2025-02-03,N,,11
M099,2025-04-14,Y,Major,10
M090,04-05-2025,Y,,10
M023,2025/03/11,N,Minor,15
M038,2025-03-08,N,Major,10
M079,2025-01-06,Y,Minor,9
M008,10-06-2025,Y,,14
M032,2025-07-14,N,Major,7
M002,23-06-2025,Y,Major,5
M034,2025/03/25,N,Major,4
M016,2025/03/01,Y,Minor,3
M085,2025-04-20,Y,,10
M015,2025-06-29,N,Major,1
M008,13-02-2025,N,Major,9
M053,29-04-2025,Y,,7
M027,2025/06/23,N,Major,11
M093,07-06-2025,N,,3
M094,17-06-2025,Y,Major,2
M080,2025-01-27,Y,Minor,9
M088,2025/02/16,Y,Major,8
M084,2025-02-04,N,Minor,2
M038,23-03-2025,Y,Major,11
M071,05-01-2025,Y,Major,7
M038,2025/04/03,N,Minor,1
M013,17-06-2025,Y,,1
M055,2025-06-01,Y,,5
M060,2025/01/05,N,,9
M007,2025/07/09,N,Minor,5
M017,2025-04-04,Y,Minor,14
M047,02-06-2025,Y,Major,10
M059,2025-06-20,N,Minor,4
M044,2025-02-27,Y,Major,3
M042,26-05-2025,N,,12
M043,13-01-2025,Y,Minor,14
M016,2025-05-19,Y,Major,2
M060,11-05-2025,Y,Major,1
M052,2025-01-18,N,,15
M084,2025/01/18,Y,,4
M096,2025/03/30,N,Minor,12
M058,2025/02/15,Y,Major,5
M020,2025/05/29,N,Major,8
M013,2025-01-28,N,,15
M010,2025-02-21,N,Minor,2
M068,03-03-2025,N,Minor,15
M062,29-01-2025,N,Minor,1
M018,2025-06-27,N,Minor,12
M063,2025/02/15,Y,,7
M030,2025-01-04,N,,3
M088,2025-06-09,N,Minor,7
M057,27-02-2025,Y,Major,10
M004,07-01-2025,N,Minor,1
M035,2025/03/13,Y,Minor,12
M094,2025-04-21,N,,12
M009,2025-05-18,Y,,14
M092,01-07-2025,N,,9
M076,2025-07-03,N,Minor,7
M084,2025-04-21,Y,Minor,15
M003,10-03-2025,Y,Major,13
M046,12-04-2025,N,,9
M092,2025/07/15,N,Minor,13
M006,2025/06/30,N,Major,7
M045,2025/03/16,Y,Minor,9
M037,2025-07-06,N,,11
M044,2025-04-06,Y,Major,2
M030,2025-06-30,Y,Major,9
M005,25-04-2025,N,,5
M062,29-03-2025,Y,Minor,13
M050,2025/07/03,N,Minor,10
M072,22-05-2025,Y,Minor,15
M072,2025/02/23,Y,Major,4
M009,2025/06/08,N,Major,12
M045,03-01-2025,Y,Minor,1
M042,2025/04/12,N,,8
M048,2025/02/12,N,Minor,8
M027,2025-02-03,Y,Major,11
M063,02-07-2025,Y,Major,2
M012,11-05-2025,N,,3
M086,2025-05-11,N,,15
M061,2025-01-04,N,Minor,4
M083,12-07-2025,N,Minor,14
M012,2025/05/18,Y,Minor,6
M045,2025-01-12,N,,12
M022,2025/05/28,Y,Major,8
M026,28-04-2025,Y,Minor,12
M096,2025-03-20,Y,Major,13
M085,2025/04/19,Y,,9
M092,2025-06-17,Y,,15
M009,2025/04/23,N,Minor,2
M099,2025/04/02,Y,Minor,10
M043,2025/02/24,N,Minor,5
M010,2025/06/05,Y,,14
M037,2025/05/12,N,Major,6
M080,06-01-2025,Y,Minor,9
M003,2025/02/08,N,Minor,7
M011,2025/02/02,N,Major,15
M052,02-03-2025,N,,13
M099,2025-06-17,Y,Minor,9
M074,2025/01/19,Y,Major,6
M075,2025/03/19,Y,Major,5
M063,2025/07/12,N,Major,4
M086,2025-01-08,Y,Major,9
M037,2025-02-25,N,Major,2
M010,2025-04-20,N,Minor,2
M071,10-03-2025,Y,Major,15
M053,2025-06-29,N,Major,8
M048,30-03-2025,Y,Minor,7
M020,2025-01-13,Y,,1
M087,19-07-2025,N,Major,3
M046,27-03-2025,N,Minor,8
M083,21-05-2025,N,,4
M010,2025/05/28,Y,,11
M022,2025/05/01,N,Minor,14
M078,23-01-2025,Y,Major,8
M060,2025/04/11,N,Minor,2
M020,18-04-2025,Y,,3
M034,2025-02-09,Y,Minor,15
M077,09-07-2025,Y,,15
M020,04-02-2025,Y,Minor,5
M033,2025/04/25,Y,Minor,15
M100,2025-06-20,Y,,9
M087,2025-01-05,Y,,2
M041,14-05-2025,N,Minor,3
M086,2025-07-13,Y,Major,10
M049,19-03-2025,Y,,11
M045,09-05-2025,N,Minor,10
M079,2025/01/16,Y,Major,12
M076,2025-05-17,Y,Major,15
M080,2025/07/05,Y,,4
M063,2025-06-23,N,Major,5
M011,2025/06/12,Y,Minor,15
M050,2025/03/03,N,,9
M089,05-06-2025,Y,Minor,15
M071,2025/03/10,N,,6
M095,2025/04/06,N,Major,7
M064,2025/04/16,N,,1
M062,2025/06/08,Y,,8
M100,2025/04/27,N,Minor,2
M016,2025/05/06,Y,Major,3
M088,2025/01/14,N,,10
M091,2025-07-18,N,,4
M056,30-04-2025,Y,Minor,9
M099,2025-04-11,Y,Major,6
M053,2025-06-30,Y,Minor,10
M002,2025/04/13,N,,6
M044,2025-01-16,Y,,10
M082,2025/01/20,N,Minor,13
M044,15-07-2025,Y,,2
M043,2025/06/04,N,,4
M068,2025-07-01,N,Major,13
M017,2025-06-28,Y,,4
M002,2025-03-19,N,,2
M006,2025-04-18,Y,Major,2
M025,2025-01-23,N,Major,1
M008,2025-02-15,Y,,7
M037,20-04-2025,Y,,4
M023,23-01-2025,N,,12
M087,2025-06-25,Y,,5
M085,2025/04/14,N,Minor,7
M077,2025-05-26,N,Minor,10
M003,2025-03-30,Y,Minor,11
M049,2025/01/29,Y,Major,7
M075,2025/04/24,Y,,5
M026,2025-03-14,Y,Minor,15
M075,2025-02-20,Y,Minor,6
M028,2025-03-10,N,Minor,7
M074,2025/04/08,Y,Minor,15
M043,2025/02/02,N,Minor,15
M033,30-06-2025,Y,Major,15
M041,2025-04-15,Y,Major,8
M022,02-06-2025,N,Major,4
M045,2025/07/07,Y,,12
M029,2025/03/08,N,Major,3
M090,2025-06-10,N,,9
M084,2025-03-20,N,Major,3
M066,26-06-2025,N,Minor,9
M085,14-05-2025,Y,Major,13
M029,2025/04/05,Y,,7
M085,2025/04/07,Y,,15
M064,27-02-2025,N,,13
M019,2025/04/10,N,,13
M017,22-01-2025,Y,,6
M015,2025/03/12,N,Major,2
M023,09-03-2025,N,,9
M033,08-02-2025,Y,,2
M025,14-04-2025,N,,12
M053,2025-07-17,Y,,14
M079,2025-06-06,N,Minor,2
M013,2025/03/12,N,Major,13
M039,2025-07-05,Y,,8
M087,20-03-2025,Y,Major,13
M052,2025-07-07,Y,Major,2
M078,2025/01/19,N,Minor,11
M068,2025/04/24,Y,Minor,13
M019,28-06-2025,Y,Minor,5
M095,27-04-2025,Y,Minor,2
M015,2025-03-05,N,Minor,15
M045,2025-04-21,N,Minor,9
M013,13-02-2025,N,,15
M093,18-04-2025,Y,,7
M054,10-06-2025,Y,,8
M096,2025-04-16,Y,,4
M089,2025/02/15,N,Major,3
M072,07-06-2025,N,,14
M100,2025-05-25,N,Minor,13
M043,17-04-2025,Y,Major,11
M014,08-04-2025,Y,,9
M052,2025-04-17,N,Major,4
M074,2025-03-22,Y,,6
M027,04-07-2025,N,,9
M055,2025/02/19,Y,Major,14
M031,2025/05/23,Y,Major,10
M038,2025/06/11,Y,,9
M097,06-04-2025,N,Major,13
M094,2025-04-24,N,Major,1
M057,2025-04-04,Y,Major,3
M013,2025/01/30,N,,9
M041,12-05-2025,N,Minor,10
M017,2025-03-27,Y,Major,2
M004,13-06-2025,N,Minor,2
M085,15-02-2025,N,Major,13
M069,2025/06/18,Y,Minor,4
M069,2025-04-30,N,Major,2
M001,30-03-2025,Y,Major,4
M065,18-04-2025,Y,,15
M058,2025-06-25,Y,,12
M043,2025/04/27,Y,Major,8
M057,22-04-2025,N,Major,15
M005,01-05-2025,N,Major,11
M051,2025-04-27,N,Minor,3
M041,02-04-2025,N,Major,8
M002,15-05-2025,Y,,1
M026,2025/07/07,N,,11
M071,2025-01-26,N,Minor,3
M045,25-06-2025,N,Minor,12
M019,21-04-2025,Y,Minor,8
M015,2025/05/30,N,,6
M008,16-01-2025,Y,Minor,6
M041,23-03-2025,N,Minor,5
M040,2025-05-23,Y,Major,8
M076,2025/06/04,Y,,10
M056,2025-02-09,Y,Major,13
M064,2025-06-28,N,Minor,10
M081,2025/04/21,N,Minor,10
M060,2025-02-21,Y,Minor,10
M087,2025-07-14,Y,Minor,4
M099,2025/06/05,N,Minor,5
M011,09-01-2025,N,Minor,13
M095,08-06-2025,N,Major,5
M074,2025/01/31,N,,11
M016,2025/04/29,N,Major,9
M043,17-06-2025,N,,1
M051,2025/03/29,N,Major,2
M049,28-03-2025,N,Major,9
M087,07-03-2025,Y,,3
M099,26-05-2025,N,Major,13
M062,2025-05-20,Y,,15
M034,02-07-2025,Y,Minor,13
M038,2025/05/12,Y,Major,11
M041,2025-06-23,N,Major,13
M004,2025/02/01,N,Major,7
M100,2025/04/03,Y,Major,9
M009,2025/04/30,Y,Minor,7
M027,2025/02/04,N,Minor,8
M092,2025-06-07,N,Major,5
M026,2025/06/18,Y,Major,14
M004,01-01-2025,N,Major,14
M088,2025-05-18,Y,Minor,14
M053,2025-03-27,N,,14
M055,2025-06-17,N,Minor,9
M037,2025-05-08,Y,Minor,5
M034,24-03-2025,N,,8
M046,10-04-2025,Y,Major,6
M006,2025-01-28,N,,8
M086,01-06-2025,Y,Major,1
M027,2025/04/19,N,,10
M073,2025-01-02,Y,,1
M024,2025-02-28,Y,,4
M033,2025-02-18,N,,1
M095,2025/01/11,Y,Minor,8
M053,2025/06/18,Y,,5
M033,2025/02/03,N,,3
M005,2025/01/01,Y,Minor,9
M086,23-02-2025,Y,Minor,1
M025,29-05-2025,Y,,12
M056,2025-05-13,N,Major,4
M089,2025/03/27,N,Minor,3
M048,2025-01-15,N,Major,9
M082,15-05-2025,N,Major,12
M011,08-06-2025,N,Major,7
M086,2025-07-13,Y,Minor,14
M023,29-03-2025,Y,,13
M006,2025-07-18,N,Major,11
M014,2025/03/03,Y,Major,7
M059,2025/02/18,N,,4
M004,2025-03-01,Y,Minor,11
M010,30-05-2025,Y,Major,14
M055,01-02-2025,N,,1
M077,23-02-2025,N,Major,7
M024,2025/06/27,N,,1
M054,28-06-2025,N,,4
M080,2025/05/16,N,,13
M083,19-07-2025,N,Minor,12
M064,28-04-2025,N,,5
M077,27-05-2025,Y,Minor,4
M015,2025-05-04,Y,Minor,9
M047,09-02-2025,N,,8
M046,2025/05/24,Y,,7
M048,2025-05-06,N,Minor,5
M030,2025/03/25,Y,Minor,12
M064,2025-05-25,N,Minor,12
M085,2025/02/22,Y,,6
M001,07-03-2025,N,Major,7
M018,2025-06-28,Y,,9
M017,01-03-2025,Y,Minor,11
M009,01-04-2025,N,Major,12
M039,2025/06/20,Y,,15
M045,2025-02-15,N,Minor,14
M004,2025-02-05,N,Major,6
M038,2025/01/21,N,Minor,11
M024,2025/06/17,Y,,6
M033,2025/02/25,N,,15
M038,2025-06-04,N,,10
M001,2025-04-17,N,Major,3
M057,28-04-2025,Y,Minor,12
M061,2025-05-27,N,Minor,14
M069,2025-06-27,Y,,7
M057,30-01-2025,N,,11
M016,17-02-2025,N,,3
M076,2025/06/03,N,Major,9
M057,2025-04-17,Y,,11
M076,2025/04/18,N,Minor,11
M064,13-07-2025,N,,14
M095,14-03-2025,N,,5
M008,2025/01/04,Y,Major,8
M028,2025/05/15,N,Minor,6
M065,2025-04-15,N,Major,14
M020,23-01-2025,N,Minor,5
M079,2025-05-18,Y,Minor,13
M052,2025-07-01,Y,Major,14
M010,2025/05/21,Y,Minor,10
M022,2025-06-25,Y,,2
M085,2025-05-07,N,,13
M071,2025/01/19,N,Major,2
M090,14-07-2025,Y,Major,2
M039,2025/01/01,N,Minor,4
M100,16-06-2025,Y,,8
M006,04-05-2025,Y,Minor,11
M015,25-02-2025,N,Major,2
M058,2025/04/28,N,Minor,9
M030,2025/05/11,Y,Minor,1
M042,2025-02-28,N,,10
M072,10-02-2025,N,Major,8
M062,2025/01/17,N,,7
M070,2025/05/07,N,,11
M018,12-01-2025,N,,14
M070,2025-02-08,N,Minor,10
M061,09-03-2025,Y,,9
M048,19-07-2025,N,,15
M012,23-06-2025,N,,4
M059,28-05-2025,N,,1
M036,2025/05/31,Y,,7
M048,2025/06/19,Y,Minor,2
M090,2025-06-11,Y,Major,1
M017,2025-03-14,Y,,12
M020,2025-01-19,Y,Major,8
M084,2025-05-20,N,Minor,5
M075,22-05-2025,N,Minor,9
M078,2025/05/25,Y,,12
M012,04-03-2025,Y,Minor,6
M060,2025/01/13,N,Major,8
M055,2025-01-13,N,Major,7
M018,18-07-2025,N,,6
M072,2025-07-02,Y,Major,11
M081,2025-01-31,Y,Minor,5
M100,18-01-2025,Y,Major,3
M059,2025/02/01,Y,,2
M070,06-02-2025,N,Minor,8
M092,2025/01/06,Y,,11
M058,2025/06/04,Y,Minor,4
M074,2025/05/08,N,,13
M096,02-05-2025,Y,,8
M096,2025-02-13,Y,,10
M019,2025-01-05,Y,,4
M036,2025/03/08,Y,,4
M087,2025-02-12,N,,2
M035,2025/03/24,N,Minor,5
M063,2025-07-15,Y,Minor,5
M078,06-04-2025,Y,Major,13
M048,2025/02/28,Y,,14
M055,2025/03/28,Y,,9
M020,03-01-2025,N,Major,12
M006,2025/04/16,Y,,4
M051,26-06-2025,Y,Major,7
M015,2025/03/05,N,Major,13
M021,2025-05-29,Y,Minor,1
M098,2025-06-10,N,Minor,10
M073,2025-06-16,N,,3
M091,16-06-2025,Y,,6
M077,2025-06-10,Y,,11
M039,2025/01/17,N,Major,14
M003,2025-05-11,N,Major,13
M092,2025-06-08,Y,Minor,6
M015,2025-07-19,Y,Major,8
M056,18-07-2025,Y,,6
M053,25-04-2025,Y,Minor,12
M060,2025/04/24,N,,2
M049,19-02-2025,N,,11
M075,2025-07-10,N,Major,12
M036,2025-03-20,N,Major,1
M083,2025-06-05,N,Minor,10
M009,2025/04/05,N,,15
M057,2025/05/03,Y,,4
M090,2025-07-14,Y,,11
M085,2025-06-01,Y,Major,4
M052,2025/03/27,N,,13
M036,2025/06/06,N,Major,6
M004,31-03-2025,N,,12
M056,2025/06/23,Y,Major,12
M042,10-05-2025,Y,Major,15
M026,2025/02/22,Y,,9
M077,2025/01/05,N,Major,3
M051,2025/06/08,N,Major,1
M045,2025/03/26,Y,Minor,11
M007,2025/03/06,N,,6
M082,01-06-2025,Y,Minor,7
M097,2025/06/18,Y,,15
M019,29-01-2025,N,Minor,9
M006,2025-07-12,Y,Minor,5
M089,2025/04/08,Y,Major,13
M032,18-03-2025,Y,Minor,6
M050,29-05-2025,Y,Minor,1
M086,2025/05/06,Y,Major,1
M029,2025-04-07,N,,14
M082,2025/05/10,Y,,10
M050,2025/01/30,N,Major,3
M035,12-01-2025,Y,Major,11
M076,2025/03/12,N,Minor,6
M098,2025/04/01,N,,7
M061,03-04-2025,Y,,10
M063,2025-04-18,Y,Minor,7
M049,2025-03-05,N,Minor,1
M012,18-03-2025,Y,Major,11
M037,2025/03/10,Y,Minor,8
M022,2025/03/02,Y,Minor,10
M084,2025-02-16,Y,Major,10
M002,2025/02/05,Y,,11
M066,2025/04/27,N,,10
M093,10-01-2025,Y,Minor,7
M051,2025-03-18,Y,,1
M087,2025/01/16,N,Minor,7
M065,2025/05/23,Y,Major,11
M078,2025/04/01,N,Major,3
M100,2025/02/26,N,Minor,15
M060,2025-03-12,N,Major,9
M034,2025-04-17,Y,Major,7
M100,2025/06/01,N,,14
M008,2025-06-16,N,,15
M010,08-06-2025,N,Major,2
M035,2025/07/14,N,Minor,2
M013,2025-03-23,Y,,3
M074,2025/03/03,N,Minor,12
M091,2025-07-10,N,Major,2
M036,2025-01-19,Y,,11
M083,2025-03-03,N,Major,2
M063,26-05-2025,Y,,11
M030,2025/06/02,Y,Major,9
M006,05-07-2025,N,,13
M066,2025/06/28,N,,8
M010,13-05-2025,Y,,10
M045,2025/07/11,Y,,7
M069,2025/07/05,N,Minor,14
M056,2025-01-29,N,Minor,14
M093,2025-03-15,N,Minor,6
M034,2025-01-19,Y,,14
M075,2025/04/04,N,Minor,13
M093,2025-02-16,N,,8
M029,2025-04-30,N,Major,7
M022,29-06-2025,N,Minor,8
M052,2025-04-22,N,Minor,10
M019,2025/05/03,Y,Major,11
M070,2025-05-25,N,Minor,11
M050,29-05-2025,Y,,14
M077,22-05-2025,N,Major,3
M099,2025/06/01,Y,Minor,6
M037,2025-06-23,Y,,1
M072,28-04-2025,Y,,10
M060,2025/06/16,N,,8
M002,2025-02-28,N,Major,12
M024,2025/02/14,Y,Major,5
M040,2025/05/07,N,Minor,1
M046,2025-05-07,N,,15
M001,2025/04/19,N,,14
M074,06-02-2025,Y,,10
M050,30-05-2025,Y,,12
M004,2025-06-10,N,,11
M011,28-06-2025,N,Major,15
M048,12-05-2025,N,Major,4
M073,2025-05-21,Y,,9
M067,2025-03-09,N,Minor,2
M041,2025-02-27,Y,,4
M010,2025/06/08,Y,,5
M059,03-02-2025,N,Major,1
M015,2025/01/14,Y,Major,14
M031,2025-02-08,Y,Major,13
M080,2025/05/27,N,,14
M004,2025/03/26,Y,Major,15
M042,2025/05/06,N,Minor,8
M032,2025/04/17,Y,Minor,3
M067,22-04-2025,Y,Minor,8
M055,2025/02/13,N,Minor,5
M033,2025/03/16,Y,,8
M097,2025-05-28,Y,Major,10
M097,11-04-2025,Y,Minor,7
M037,2025/02/22,N,Minor,4
M060,2025-01-01,Y,Major,9
M078,2025/04/09,N,Minor,8
M050,01-01-2025,N,Major,11
M033,2025-06-01,N,Minor,1
M093,10-07-2025,Y,Minor,14
M061,2025/01/09,N,,5
M059,2025-02-26,N,,3
M083,2025/07/02,Y,,14
M038,2025/03/19,N,,5
M038,2025/01/13,Y,,6
M012,2025-04-19,Y,Major,11
M092,2025-06-17,Y,,1
M005,12-04-2025,N,,11
M010,30-01-2025,Y,,12
M088,04-01-2025,N,,5
M099,2025/06/28,N,Minor,9
M009,2025-05-25,N,,15
M084,2025-04-10,N,Minor,8
M060,2025-01-29,N,,15
M002,2025-03-11,Y,,6
M057,06-01-2025,N,Major,15
M054,2025/03/07,N,Major,10
M084,2025-04-02,Y,Major,5
M004,18-05-2025,N,Minor,10
M021,2025-03-20,Y,Major,2
M076,2025/02/16,Y,,5
M015,06-03-2025,Y,,10
M059,2025/06/15,Y,,13
M061,21-03-2025,N,Major,12
M091,2025/01/05,Y,Minor,2
M031,2025-05-22,Y,Major,7
M029,2025/01/29,Y,,11
M004,2025-01-01,N,Minor,15
M003,2025/05/22,Y,,1
M010,31-01-2025,Y,,8
M078,10-03-2025,N,Major,14
M032,2025/05/19,N,Major,15
M022,2025/01/18,Y,,9
M090,10-06-2025,N,Minor,10
M003,14-02-2025,N,,4
M061,2025/02/01,Y,Major,2
M075,2025-01-11,Y,Minor,2
M029,2025-06-17,Y,Minor,4
M046,2025/06/16,Y,,4
M042,2025-01-23,N,Minor,14
M060,16-02-2025,Y,Minor,5
M078,2025/04/30,N,,6
M008,2025/04/01,N,Minor,2
M048,22-05-2025,N,Minor,14
M094,2025-04-23,N,Minor,13
M074,04-03-2025,N,,2
M027,13-04-2025,Y,Minor,12
M057,2025/04/29,Y,Major,2
M031,04-07-2025,Y,,11
M050,2025-01-12,N,Minor,13
M072,2025/03/04,N,,4
M068,09-07-2025,Y,Major,7
M097,2025-04-06,N,Major,8
M059,29-03-2025,Y,Major,7
M006,24-05-2025,N,,1
M020,2025/04/30,Y,Minor,12
M039,2025/03/07,Y,,4
M075,2025-01-10,Y,,13
M070,2025-03-12,Y,Minor,13
M079,2025-02-16,Y,Major,12
M092,01-02-2025,N,Major,5
M057,23-02-2025,Y,,1
M015,2025/01/03,Y,Major,10
M050,2025-03-23,N,Minor,4
M031,16-04-2025,Y,,14
M063,2025/03/05,Y,,2
M014,2025/04/27,Y,Minor,15
M015,06-02-2025,N,Minor,12
M024,12-02-2025,Y,,11
M049,2025-01-12,N,Minor,3
M030,2025-02-05,N,Major,1
M056,26-01-2025,Y,Minor,9
M089,2025-01-15,N,Major,14
M084,2025-05-29,N,Major,5
